,Unnamed: 0,Unnamed: 0.1,label,text,target,indo_tweet,indo_target
1147,1147,1147,neutral,"He said Indonesia was a religious country, but worship must be permitted. Is the demo 212 also permitting worship on the street? @ridwankamil @jokowi #bandungintoleran",demo 212,"Katanya Indonesia negara BERagama, tapi ibadah harus ijin. Apa demo 212 juga ijin ibadah di jalan? @ridwankamil @jokowi #bandungintoleran",demo 212
1148,1148,1148,neutral,"like the 212 demo donors who helped, let&#39;s help Aceh now to help the Acehnese as well as the porch",demo 212,sebagaimana demo 212 bnyk donatur yg membantu ayo sekrng kita bantu aceh utk menolong aceh itu disbt jg serambi mekah lo,demo 212
1149,1149,1149,neutral,"Lah, sir @UstadTengku, are you talking about demo 212 ?? Defamation of the demo is super peaceful.",demo 212,"Lah, pak @UstadTengku , u ngomongin demo 212 ?? Penistaan demo super damai nih.",demo 212
1150,1150,1150,neutral,"How come I lost the demo 212, which only mentions directly to the bersangkutan ..",demo 212,"Masak kalah ama demo 212 , yg cuma mention langsung ke yg bersnakutan..",demo 212
1151,1151,1151,neutral,#PagiIndonesia Pantes demo 212 lots of free ripped bread #ripetcung (with Veronika) [pic] https://path.com/p/1FbAdG,demo 212,#PagiIndonesia Pantes demo 212 banyak roti sobek gratis #ripetcung (with Veronika) [pic]  https://path.com/p/1FbAdG,demo 212
1152,1152,1152,negative,The police may not terrorize 212 for acts of intolerance including illegal cases. Both (must be assumed) are not related,demo 212,Polisi tidak boleh terteror demo 212 untuk tindak pelaku intoleransi tmasuk kasus sabuga. Keduanya (harus diasumsikan) tidak berhubungan,demo 212
1153,1153,1153,neutral,"@harizink @aheryawan, this is definitely not the first time but it has been many times, incidentally the moment is close to the demo action 212",demo 212,"@harizink @aheryawan yg pasti ini bkn baru kali terjdi tp sdh berkali2,kebetulan sj momentnya berdekatan aksi demo 212",demo 212
1154,1154,1154,neutral,asked &#39;eh Miss yesterday joined the 212 ga demonstration&#39; ~,demo 212,tanya lah 'eh mbak kemaren ikut demo 212 ga'~,demo 212
1155,1155,1155,negative,"In order to be investigated, no one is fishing to reverse the impression that Islam is super-peaceful as shown in Demo 212. What PAS is and when is there? https://twitter.com/harizink/status/806302216936001536",Demo 212,"Supaya diselidiki, jgn2 ada yg memancing utk membalik kesan bhw Islam itu superdamai spt ditunjukkan Demo 212 . PAS itu apa & sjk kapan ada? https://twitter.com/harizink/status/806302216936001536",Demo 212
1156,1156,1156,neutral,"Btw doesn&#39;t mean to turn it off but yeah, that&#39;s what you demo demo 212, donation is awesome",demo 212,"Btw gak maksud nyinyir tapi iya, itu yang kmarin demo 212 , donasi rame2 gih",demo 212
1157,1157,1157,neutral,"@kangdede78 @Arie_Kriting @ernestprakasa @jokowi kt when the 212 demonstration of religious matters happened, how come @ruhutsitompul",demo 212,@kangdede78 @Arie_Kriting @ernestprakasa @jokowi ktnya pd saat demo 212 bkn perkara agama kok terjadi sih @ruhutsitompul,demo 212
1158,1158,1158,neutral,@zuhairimisrawi @GunRomli but don&#39;t get transmitted to the demo 212 who is clearly stupid? @TanpaDelusi @aagym,demo 212,@zuhairimisrawi @GunRomli tapi knp tdk menurn/menular kpd pelaku demo 212 yg jelas dungu? @TanpaDelusi @aagym,demo 212
1159,1159,1159,neutral,"Join the 212 Demo, 2,000 Depok Residents Depart at 5:30 Tomorrow - Tempo http://ift.tt/2g8mqLL",Demo 212,"Ikut Demo 212 , 2.000 Warga Depok Berangkat Pukul 05.30 Besok - Tempo http://ift.tt/2g8mqLL",Demo 212
1160,1160,1160,positive,Lukman Hakim Appreciates Ethics Demo 212 http://nusantaranews.co/lukman-hakim-sanjung-etika-demo-212/,Demo 212,Lukman Hakim Sanjung Etika Demo 212 http://nusantaranews.co/lukman-hakim-sanjung-etika-demo-212/,Demo 212
1161,1161,1161,neutral,"because I&#39;ve never seen people associate the essence of bread with demo 212, even though the brand of bread is bread juice",demo 212,"karena tbh ku gak pernah loh liat orang mengasosiasikan sari roti sama demo 212 , walaupun merk rotinya sari roti",demo 212
1162,1162,1162,neutral,and Facebook still discussed the 212 demo yesterday,demo 212,dan Facebook masih bahas demo 212 kemarin,demo 212
1163,1163,1163,neutral,"6,154 views Conversation Recordings with Salim Abdul Qadir Call Agus at Demo 212 Circulating, from @sukisury http://chirpstory.com/li/339041",Demo 212,"6,154 views Rekaman Percakapannya dgn Salim Abdul Qadir Sebut Agus di Demo 212 Beredar, .. from @sukisury http://chirpstory.com/li/339041",Demo 212
1164,1164,1164,negative,"If there is no action about #BandungIntoleran fix you guys who demo 212 is not Cinta NKRI, but Love power and money @hariadhi @kurawa @sahaL_AS",demo 212,"Klo gk ada aksinya ttg #BandungIntoleran fix kalian yg demo 212 bukan Cinta NKRI, tapi Cinta kekuasaan dan uang @hariadhi @kurawa @sahaL_AS",demo 212
1165,1165,1165,neutral,Political observer about funding demo 212 http://dlvr.it/MqMdnZ,demo 212,Pengamat politik tentang pendanaan demo 212 http://dlvr.it/MqMdnZ,demo 212
1166,1166,1166,neutral,Clarification by Sari Roti regarding the photo circulating on demo 212 https://shar.es/18wUds,demo 212,Klarifikasi pihak Sari Roti terkait foto Yang Beredar Pada demo 212 https://shar.es/18wUds,demo 212
1167,1167,1167,neutral,FPI 2 Year Criminal Threat and 500 Million Fines Related to Demo 212 http://ln.is/duniakepo.com/TdUQo via @ Dunia Kepo,Demo 212,FPI Terancam Pidana 2 Tahun Dan Denda 500 juta Terkait Demo 212 http://ln.is/duniakepo.com/TdUQo  via @Dunia Kepo,Demo 212
1168,1168,1168,neutral,"That is, Ga Brani wronged his supporters ?? Ms Sgar is the only Gub. In Indonesia, which supports 212 fish pufferfish demonstrations, we always say it&#39;s not clear https://twitter.com/SahalaSmjtk16/status/806181250390077440",Demo 212,"Artinya, Ga brani nyalahin pendukungnya ?? Msih Sgar satu2nya Gub. Di Indonesia yg Dukung Demo 212 Ikan Buntal selalu komat kamit ga jelas https://twitter.com/SahalaSmjtk16/status/806181250390077440",Demo 212
1169,1169,1169,neutral,7.5 Million which demo 212 #BoikotMetroTv hasn&#39;t been able to attend ... meaning that @Metro_TV is RETURNING the NKRI. Worth freezing ... Dismiss !!,demo 212,"7,5 Juta yang demo 212 #BoikotMetroTv belom yang tdk bisa hadir.. artinya @Metro_TV ini MERESAHKAN NKRI. Layak Dibekukan nih.. Bubarkan !!",demo 212
1170,1170,1170,neutral,"Boycott metrotv, boyroti boycott, 212/411 demo, and the one who broke the Christmas event in Sabuga Bandung: the same ideological group?",demo 212,"Yg boikot metrotv, boikot sariroti, demo 212 /411, dan yg bubarin acara Natal di Sabuga Bandung: kelompok yg berideologi sama?",demo 212
1171,1171,1171,neutral,"Looking for a connection between the demo 212 and Sari Roti, it turns out that it was to. Hmmmm ... really excited.",demo 212,"Nyari hubungan antara demo 212 dengan Sari Roti, ternyata begitu to. Hmmmm.. heboh bener.",demo 212
1172,1172,1172,negative,The human beings who drive other religions hold the program as well as I&#39;m sure to join the demo 212,demo 212,Manusia2 kontol yg ngusir agama lain ngadain acara di sebuga gw yakin ikut jg demo 212,demo 212
1173,1173,1173,negative,"I swear, the 212 demo made it disturbing Monsta X&#39;s fanmeting. The demo was GPBGT (Not Important) Pity Moonbebe",demo 212,"Sumpah, demo 212 bikin ganggu Fanmetingnya Monsta X. Demo itu GPBGT (Gak Penting Banget) kasihan Moonbebe",demo 212
1174,1174,1174,neutral,"I liked a @YouTube video from @mukhlis_q http://youtu.be/q0rDpqg23Z4?a 5 Largest, Scariest, Harshest, and 212 Demo Actions were",demo 212,"I liked a @YouTube video from @mukhlis_q http://youtu.be/q0rDpqg23Z4?a 5 Aksi Demo Terbesar, Terheboh, Terseram, dan demo 212 adalah yang",demo 212
1175,1175,1175,neutral,"@Paragat_Parmitu which is an important demo 212 which was attended by 350 rb people, erroneous, 1 trillion people yesterday went peacefully ..",demo 212,"@Paragat_Parmitu yg penting demo 212 yg dihadiri 350 rb umat , eh ralat, 1 trilyun umat kemarin berjalan damai..",demo 212
1176,1176,1176,neutral,"Want to Join 212 Demo, Thousands of Sidoarjo Residents Take Motorbikes to Jakarta http://publik-news.com/mau-ikut-demo-212-ribuan-warga-sidoarjo-naik-motor-ke-jakarta/ through @Publik News",Demo 212,"Mau Ikut Demo 212 , Ribuan Warga Sidoarjo Naik Motor ke Jakarta http://publik-news.com/mau-ikut-demo-212-ribuan-warga-sidoarjo-naik-motor-ke-jakarta/  lewat @Publik News",Demo 212
1177,1177,1177,neutral,@Takviri might be West Java&#39;s open support for the 212 demonstration like giving the wind to intolerant actions like this? #asking,demo 212,@Takviri mungkinkah dukungan terbuka Jabar1 thd aksi demo 212 spt memberi angin thd aksi2 intoleran spt ini? #nanya,demo 212
1178,1178,1178,neutral,#Entertainment of Sari Roti Clarification for Free Bread Sharing Problems at Demo 212 http://dlvr.it/MqFRCj Via @Info_Pariwara http://pic.twitter.com/CFsELnBCEP,Demo 212,#Entertainment Klarifikasi Sari Roti Soal Bagi-bagi Roti Gratis Saat Demo 212 http://dlvr.it/MqFRCj Via @Info_Pariwara http://pic.twitter.com/CFsELnBCEP,Demo 212
1179,1179,1179,neutral,Sari bread was blasphemed by Serani because it was bought and gave sustenance for the traveling merchants for the demonstration 212 and then gave a statement,demo 212,Sari roti dihujat serani gara gara diborong dan memberi rezeki bagi pedagang keliling untuk aksi demo 212 lalu memberi pernyataan,demo 212
1180,1180,1180,neutral,"The Conversation Record with Salim Abdul Qadir Call Agus at the 212 Demonstration in Circulation, Who is the Habib Ja&#39;far Kudus? http://fb.me/MVTzvL34",Demo 212,"Rekaman Percakapannya dgn Salim Abdul Qadir Sebut Agus di Demo 212 Beredar, Siapakah Habib Ja'far Kudus? http://fb.me/MVTzvL34",Demo 212
1181,1181,1181,neutral,"Yes, because the clarification of Sari Roti on the 212 demo is not buying the product anymore",demo 212,Yakali gara2 klarifikasi Sari Roti terhadap demo 212 jadi gk beli lagi produknya,demo 212
1182,1182,1182,neutral,Wah wah ... Sari roti supports Demo 212 ... Just boycott it,Demo 212,Wah wah... Sari roti dukung Demo 212 ... Boikot aja,Demo 212
1183,1183,1183,neutral,Saifuddin Bantasyam: Sari Roti Trapped in a Misperception Perception on Demo 212 http://dlvr.it/MqDJml http://pic.twitter.com/khpUoewTzp,Demo 212,Saifuddin Bantasyam: Sari Roti Terjebak dalam Persepsi yang Keliru Atas Demo 212 http://dlvr.it/MqDJml http://pic.twitter.com/khpUoewTzp,Demo 212
1184,1184,1184,neutral,The Mass of Peace Action 2 December Begins to Gather at the Horse Statue and Monas Preparation for Action Demo 212: http://youtu.be/6mHioPBi2cs?a via @YouTube,Demo 212,Massa Aksi Damai 2 Desember Mulai Berkumpul di Patung Kuda dan Monas Persiapan Aksi Demo 212 : http://youtu.be/6mHioPBi2cs?a via @YouTube,Demo 212
1185,1185,1185,positive,I&#39;m really happy with the 212 demo yesterday. all secular in time. religion does not want to be shared with politics.,demo 212,sa seneng banget dengan demo 212 kemarin. semua sekuler pada waktunya. agama tidak mau disamain sama politik.,demo 212
1186,1186,1186,neutral,@ fariz1234 demo 212 was given &quot;use&quot; bread ...,demo 212,"@fariz1234 demo 212 dikasih makan ""pakai"" roti...",demo 212
1187,1187,1187,neutral,after the 212 demos to Jkt were facilitated and applauded they felt above the wind,demo 212,setelah yg mau demo 212 ke Jkt di fasilitasi dan dpt tepuk tangan berasa diatas angin,demo 212
1188,1188,1188,neutral,"Rich This is not true. We use demo 212 on the fasum acre in Jakarta. Then, Christian Christians, is that the logic? https://twitter.com/TSWDT/status/806061078429843456",demo 212,Yg Kaya gini Enggak betul. Kita pakai demo 212 di fasum hektaran di Jakarta. Terus umat kristiani Nggak boleh itu logika nya gimana ya? https://twitter.com/TSWDT/status/806061078429843456,demo 212
1189,1189,1189,neutral,This is the case if Mas Bruno joined the 212 Demo yesterday (at Citra Garden Housing) [vid] https://path.com/p/DZK3e,Demo 212,Begini jadinya jika Mas Bruno ikut Demo 212 kemarin (at Perumahan Citra Garden) [vid]  https://path.com/p/DZK3e,Demo 212
1190,1190,1190,neutral,Imagine that you just imagine that the masses were peacefully meeting so the number of children was small and the mothers were there to take part in the demonstration 212,demo 212,Bayangkan eh bayangin aja itu massa aksi damai 212 begitu rapat sungguh byk jumlahnya ada anak kecil dan ibu2 disitu ikut demo 212,demo 212
1191,1191,1191,neutral,"At first glance there is something to do with the demo 212 now, men ... I am lazy to find out more. Hhh",demo 212,"Sekilas sih ada hubungannya sama demo 212 kmaren, men.. i Malas cari tau lebi dalam. Hhh",demo 212
1192,1192,1192,neutral,it&#39;s getting more confused. I just found out that the boy bread boycott was the one with 212 Strid demo,demo 212,tuh kan jadi tambah bingung. Aku malah baru tau kalau yang boikot sari roti orang yang demo 212 Strid,demo 212
1193,1193,1193,neutral,"Yes, just come on, maybe the share wants to target those who are anti demo 212.",demo 212,"Ya monggo aja, mungkin pangsanya pengen ngincer mereka yang anti demo 212 .",demo 212
1194,1194,1194,neutral,PR blunder of Sari Roti. No one thinks of Sari Bread sponsorin demo 212. Making this way even rich in imaging anti-212.,demo 212,Blunder PR dari Sari Roti. Ngga ada juga yang mikir Sari Roti sponsorin demo 212 . Bikin gini malah kaya mencitrakan anti- 212 .,demo 212
1195,1195,1195,neutral,"Before the demo 212 there were several moves from the government. I&#39;m curious about it, @ Red11_ @ Jeffrysinaga89 @Mentimoen",demo 212,Sebelum demo 212 ada bbrp move dr pemerintah. Saya penasaran di situ sih @Red11_ @Jeffrysinaga89 @Mentimoen,demo 212
1196,1196,1196,negative,"Oh, apparently I was lied to, PAKAI Sari Roti .. What is the question, is it still pure Demo 212 without payment in heart http://pic.twitter.com/7Gy01TFGAs",Demo 212,Oh rupanya di bohongin PAKAI Sari Roti .. Yg jd pertanyaan apa masih murni Demo 212 tanpa bayaran Jwb dlm hati http://pic.twitter.com/7Gy01TFGAs,Demo 212
1197,1197,1197,neutral,imagine he joined the demo 212 at Monas,demo 212,imagine nya ikut demo 212 di monas,demo 212
1198,1198,1198,neutral,we need certainty ... the 212 demo has been completed. now DEMO MONBEBE INDONESIA IS STARTING A DEMO.,demo 212,kita butuh kepastian... demo 212 udh selesai .sekarang DEMO MONBEBE INDONESIA YG MULAI DEMO .,demo 212
1199,1199,1199,neutral,"5,309 views Conversation Record with Salim Abdul Qadir Call Agus at Demo 212 Circulating, .. from @sukisury http://chirpstory.com/li/339041",Demo 212,"5,309 views Rekaman Percakapannya dgn Salim Abdul Qadir Sebut Agus di Demo 212 Beredar, .. from @sukisury http://chirpstory.com/li/339041",Demo 212
1200,1200,1200,negative,he said he suffered losses because of the 212 demo yesterday,demo 212,katanya sih ngalamin kerugian krn demo 212 kemaren,demo 212
1201,1201,1201,neutral,"Sari soti was driven during the 212 demonstration, how come the bread juice company was wronged?",demo 212,"Sari soti di borong saat demo 212 , kok yang disalahin perusahaan sari roti?",demo 212
1202,1202,1202,neutral,#IcmiIkatan Jimly Indonesian Muslim Scholarship: Demo 212 Spill of Mass Disappointment. Read Blog: http://owler.us/abVjDq,Demo 212,#IcmiIkatanCendekiawanMuslimSeindonesia Jimly: Demo 212 Tumpahan Kekecewaan Massa. Read Blog: http://owler.us/abVjDq,Demo 212
1203,1203,1203,neutral,Because the demo 212 gave inspiration counting the crowd ... after it was estimated that it was not correctly accurate ... Ennichisai ... http://fb.me/8f96AnBng,demo 212,Karena demo 212 ngasih inspirasi hitung kerumunan.. setelah diperkirakan yang tidak benar akurat.. Ennichisai... http://fb.me/8f96AnBng,demo 212
1204,1204,1204,negative,"@Yogi_sunandar isn&#39;t going to be too late, I hurt Sari Sari&#39;s statement, and I immediately mentioned the demo 212 asked NKRI",demo 212,"@Yogi_sunandar bkn lebay ato t lebay, nu nyakitin mh pernyataan SariRoti nu scara te langsung nyebut demo 212 ngaruksak NKRI",demo 212
1205,1205,1205,negative,"Oh ... Sari Roti refused to be said to support the 212 Demo ... Naturally, there are companies that want to say &quot;support stupid demo&quot; http://pic.twitter.com/KA7qAaMLa1",Demo 212,"Oh... Sari Roti menolak dibilang mendukung Demo 212 ... Wajar Mana ada perusahaan yg mau dibilang ""mendukung demo bodoh"" http://pic.twitter.com/KA7qAaMLa1",Demo 212
1206,1206,1206,neutral,it was proven that one of the bakery companies claimed that there were those who bought large quantities of money for the 212 demo .... http://fb.me/2zzwWslX9,demo 212,terbukti salah satu perusahaan sari roti mengaku ada yang membeli dalam jumlah banyak guna untuk demo 212 .... http://fb.me/2zzwWslX9,demo 212
1207,1207,1207,negative,"That&#39;s why is Sari Roti? Oh, the people who demoed 212 yesterday? Still, can&#39;t you read and understand Indonesian too, sir, ma&#39;am? Unbelievable",demo 212,"Itu kenapa sih Sari Roti? Oh, orang2 yang demo 212 kemaren ya? Masih blom bisa baca sama ngerti bahasa Indonesia juga, Pak, Bu? Unbelievable",demo 212
1208,1208,1208,neutral,"the demonstration was 212, I didn&#39;t say yes the bell was ok, bro, anyway, maybe not yet",demo 212,"alesannya demo 212 , sek tak ngakak ya bel owalah, udahan toh, kirain belum",demo 212
1209,1209,1209,negative,Ahokers said who participated in the demonstration of 212 unemployed &amp; poor. What is the line of the buying car using? Leaf? http://pic.twitter.com/GE9Q7LYdFm,demo 212,Kata ahokers yg ikut demo 212 pengangguran & miskin. Ini jejeran mobil belinya pakai apa? Daun? http://pic.twitter.com/GE9Q7LYdFm,demo 212
1210,1210,1210,neutral,"This Is Primitive Evidence of Mass 212 Demo, Not In Accordance with Islamic Doctrine http://rjpkr88newsflash.com/bukti-primitif-nya-massa-212/ http://pic.twitter.com/k28FkuTkgq",Demo 212,"Ini Bukti Primitifnya Massa Demo 212 , tak Sesuai Ajaran Islam http://rjpkr88newsflash.com/bukti-primitif-nya-massa-212/  http://pic.twitter.com/k28FkuTkgq",Demo 212
1211,1211,1211,neutral,"Not only did I swear because Sari Roti issued a statement that was not involved in the 212 demo, but instead wanted to be boycotted. What a funny thing this country is",demo 212,"Ngakak Sumpah cuma gara2 Sari Roti ngeluarin statement tak terlibat demo 212 , malah mau diboikot. Alangkah Lucunya Negeri Ini wwkwkwk",demo 212
1212,1212,1212,neutral,"I need a demo of 7 7 hours, how many hajj pilgrims are there?",demo 212,Klu demo 212 7 jt brapa bnyk lg jamaah haji ya,demo 212
1213,1213,1213,neutral,"Sari Roti is present in every political event, first when skype ama Nazaruddin (behind there is the voice of Sari Roti), second when demo 212: D",demo 212,"Sari Roti itu ada di setiap peristiwa politik, pertama pas skype ama Nazaruddin (di belakang ada suara Sari Roti), kedua pas demo 212 :D",demo 212
1214,1214,1214,neutral,Yola the Beautiful Policewoman Demo 212 Invited to Play Movies https://goo.gl/fb/E7NFgS,Demo 212,Yola Si Polwan Cantik Demo 212 Diajak Main Film https://goo.gl/fb/E7NFgS,Demo 212
1215,1215,1215,neutral,WHOOPS: Aa Gym Photos Pick Up Garbage When Demo 212 Seizes Attention https://viralbot360.wordpress.com/2016/12/06/whoops-foto-aa-gym-memungut-sampah-saat-demo-212-menyita-perhatian http://pic.twitter.com/9X7UI9ClO0,Demo 212,WHOOPS: Foto Aa Gym Memungut Sampah Saat Demo 212 MenyitaPerhatian https://viralbot360.wordpress.com/2016/12/06/whoops-foto-aa-gym-memungut-sampah-saat-demo-212-menyita-perhatian  http://pic.twitter.com/9X7UI9ClO0,Demo 212
1216,1216,1216,neutral,WHOOPS: Aa Gym Photos Pick Up Garbage When Demo 212 Seizes Attention http://dlvr.it/Mq6b0s,Demo 212,WHOOPS: Foto Aa Gym Memungut Sampah Saat Demo 212 Menyita Perhatian http://dlvr.it/Mq6b0s,Demo 212
1217,1217,1217,negative,"But the one I don&#39;t like, the comments that he doesn&#39;t support Neutral don&#39;t want to be demoed 212 ...",demo 212,Tp yg ga suka lgs komennya bahwa dia tdk mendukung Neutral ga mau dikaitin aksi demo 212 ..,demo 212
1218,1218,1218,neutral,"MEANING THE BLACK FLAG BRINGED IN DEMO 212 - ISLAMIC NEWS TODAY, TRANS TV HD: http://youtu.be/f-ZDF-e7gEU? Via @YouTube",DEMO 212,MAKNA BENDERA HITAM YANG DIBAWA DI DEMO 212 - BERITA ISLAMI MASA KINI TRANS TV HD: http://youtu.be/f-ZDF-e7gEU?a via @YouTube,DEMO 212
1219,1219,1219,neutral,It&#39;s natural ... Sari Roti is a trademark ... And branding your demo is defending Islam ... Their consumer segment is not just Muslim. https://twitter.com/ardhalyfa/status/806025245425401857,demo 212,lah wajar.... Sari roti itu merk dagang... Dan branding demo 212 lo itu bela islam... Segmen konsumen mereka bukan cuma org islam. https://twitter.com/ardhalyfa/status/806025245425401857,demo 212
1220,1220,1220,negative,"MONSTA X fanmeet in Indonesia was canceled because of security reasons after the demo 212, D-4 tablets&#39; _ who promised monbebe Indonesia",demo 212,"Fanmeet Monsta X di Indonesia dibatalin karna alasan keamanan pasca demo 212 , D-4 loh '_ yang tawakal monbebe Indonesia",demo 212
1221,1221,1221,negative,"Kasian, the 212 participant of the demo, who really wants to worship and this is for his religion. It turns out that just using shields is a gangster, pepo, cukong",demo 212,"Kasian peserta demo 212 yg beneran pengen ibadah&tahunya ini buat agamanya.Ternyata cuman dipake buat tameng itu preman dasteran,pepo,cukong",demo 212
1222,1222,1222,negative,"Let Muslims, but if you don&#39;t join the 212 words of the demonstration, not Islam, you are funny, yes you are.",demo 212,"Biar muslim tapi kalo ga ikut demo 212 kata nya bkn islam,, lucu ya kamuuu, iyaa kamuuu.",demo 212
1223,1223,1223,neutral,Is this the scenario of &#39;Demo 212&#39; which is accused of being Makar? http://ini.la/2343526,Demo 212,Inikah Skenario ' Demo 212 ' yang Dituding Makar? http://ini.la/2343526,Demo 212
1224,1224,1224,neutral,"The intention is to make it clear that those who don&#39;t participate in the 212 demonstration are not Islam, @aagym, even though the Islamic community of Ind. 200 is more, the 7-demo demo, the rest contract ??? https://twitter.com/_B0SSS_/status/805995664094048256",demo 212,"Maksud nya biar nyata yg ga ikut demo 212 bukan Islam ya @aagym ,padahal ummat islam Ind.200 jt lebih,yg demo 7 jeti, sisanya ngontrak??? https://twitter.com/_B0SSS_/status/805995664094048256",demo 212
1225,1225,1225,neutral,"Assadiqulhaq: #News Participates in Demo 212, Hizb ut-Tahrir Mojokerto Wins the Khilafah Issue http://dlvr.it/Mq4kjT #Assadiqulhaq",Demo 212,"Assadiqulhaq: #News Ikut Demo 212 , Hizbut Tahrir Mojokerto Usung Isu Khilafah http://dlvr.it/Mq4kjT #Assadiqulhaq",Demo 212
1226,1226,1226,neutral,"#News Participates in Demo 212, Hizb ut-Tahrir Mojokerto Wins the Khilafah Issue http://dlvr.it/Mq4kh8 #Assadiqulhaq",Demo 212,"#News Ikut Demo 212 , Hizbut Tahrir Mojokerto Usung Isu Khilafah http://dlvr.it/Mq4kh8 #Assadiqulhaq",Demo 212
1227,1227,1227,neutral,"I suggested, who joined the 212 and 412 demos yesterday, read this! Let sane .. Cc @ M4ngU5il https://twitter.com/PRP_Jakarta/status/805436753918033922",demo 212,"Saya usul, yg ikut demo 212 dan 412 kemaren baca ini! Biar waras.. Cc @M4ngU5il https://twitter.com/PRP_Jakarta/status/805436753918033922",demo 212
1228,1228,1228,negative,the narrative @Metro_TV ... the 411 demo that ended in chaos ... ... demo of 212 that was colored violently with reporters ... http://pic.twitter.com/TqypbLjxQA,demo 212,narasinya @Metro_TV ... demo 411 yg berujung ricuh... ... demo 212 yg diwarnai kekerasan kpd wartawan... http://pic.twitter.com/TqypbLjxQA,demo 212
1229,1229,1229,neutral,FULL !! AA GYM at 212 PEOPLE Tito Karnavian &quot;PEACE&quot; Demo &quot;https://youtu.be/lLB6RUxvTOs via @YouTube,Demo 212,"FULL !! AA GYM Saat Demo 212 Sentil KAPOLRI Tito Karnavian ""DAMAI"" https://youtu.be/lLB6RUxvTOs lewat @YouTube",Demo 212
1230,1230,1230,neutral,"Yesterday, I told the demo, 212 foam, how come ...",demo 212,Yg kemaren ngatain demo 212 buih kmana ya...,demo 212
1231,1231,1231,neutral,"Point 2 really offends, as if the demo was anti-nkri 212. It&#39;s better if it&#39;s never existed ... very syng @ sariroticom https://twitter.com/TofaLemon/status/805995318248488960",demo 212,"Poin 2 emang rada2 menyinggung, seolah yg demo 212 anti nkri. Sebaiknya itu ga pernah ada.. syng sekali @sariroticom https://twitter.com/TofaLemon/status/805995318248488960",demo 212
1232,1232,1232,positive,Rhoma Irama: 212 Demonstration of Evidence of Indonesian Unity Action -... http://fb.me/1xq3Vo7jf,Demo 212,Rhoma Irama: Demo 212 Bukti Aksi Persatuan Indonesia -... http://fb.me/1xq3Vo7jf,Demo 212
1233,1233,1233,neutral,Amid Pak Jokowi&#39;s 212 Blue Umbrella Demo Trending Fashion Like a Bomber Jacket: http://youtu.be/bWKqEfI3I04?a via @YouTube,Demo 212,Ditengah Aksi Demo 212 Payung Biru Pak Jokowi Jadi Trending Fashion Seperti Jaket Bomber: http://youtu.be/bWKqEfI3I04?a via @YouTube,Demo 212
1234,1234,1234,positive,KaskusNews: Rhoma Irama: 212 Demo Evidence of Indonesian Unity Action https://goo.gl/fb/lOcCqG #celebrity #breakingnewshotgossip,Demo 212,KaskusBerita: Rhoma Irama: Demo 212 Bukti Aksi Persatuan Indonesia https://goo.gl/fb/lOcCqG #celebrity #breakingnewshotgossip,Demo 212
1235,1235,1235,positive,Rhoma Irama: 212 Demonstration of Evidence of Indonesian Unity Action http://dlvr.it/Mq3xS9,Demo 212,Rhoma Irama: Demo 212 Bukti Aksi Persatuan Indonesia http://dlvr.it/Mq3xS9,Demo 212
1236,1236,1236,positive,okezonenews: Rhoma Irama: 212 Demo of Evidence of Indonesian Unity Action http://okz.me/CXje8 http://pic.twitter.com/VQ9ITnU4bg,Demo 212,okezonenews: Rhoma Irama: Demo 212 Bukti Aksi Persatuan Indonesia http://okz.me/CXje8 http://pic.twitter.com/VQ9ITnU4bg,Demo 212
1237,1237,1237,neutral,"I asked the 212 demo demo, I know Wiro Sableng&#39;s dragon geni ax",demo 212,Kmrin demo 212 jdi nget ama kapak naga geni nya Wiro Sableng,demo 212
1238,1238,1238,negative,National Police Chief Admits Announcement on 212 Not Effective Demo Prohibition&gt; http://www.monitorday.com/detail/46222/kapolri-akui-maklumat-larangan-demo-212-tak-ampuh,Demo 212,Kapolri Akui Maklumat Larangan Demo 212 Tak Ampuh> http://www.monitorday.com/detail/46222/kapolri-akui-maklumat-larangan-demo-212-tak-ampuh,Demo 212
1239,1239,1239,neutral,"Yes sir Hajj, I hope ... maybe because why is it a little embarrassing yesterday, I mentioned the Kapolri when the demo was 212",demo 212,iya pak haji semoga aja...mungkin karena kok sedikit malu kemarin di singgung kapolri waktu demo 212,demo 212
1240,1240,1240,neutral,[FULL] GYM AA TREE When Demo 212 MAKE IT COOL AND ENJOYABLE: http://youtu.be/g74ZjoUbv9w?a via @YouTube,Demo 212,[FULL] CERAMAH AA GYM Saat Demo 212 BIKIN SEJUK DAN MENENANGKAN: http://youtu.be/g74ZjoUbv9w?a via @YouTube,Demo 212
1241,1241,1241,neutral,"SDRKU @ habibialhasani HERE, @syihabrizieq WHICH IS DONE BY THE DEVOTION. THE DEMO 212 EVENT WAS RIA &quot;AS IS A AHOK&quot;",DEMO 212,"SDRKU@habibialhasani DISINILAH @syihabrizieq YG DIKERJAKAN UMAT TERGANTUNG NIATNYA. PERISTIWA DEMO 212 ITU RIA""SEBAB APALAH SEORANG AHOK""",DEMO 212
1242,1242,1242,neutral,"we are aware that if we live peacefully enough, the people who are proud of the demonstration are actually more concerned with the majority",demo 212,"kami sadar diri bang, asal bs hidup damai cukup,hrsnya mrk yg demo 212 bangga justru ahok minoritas perhatianya lebih ke mayoritas",demo 212
